datetime,text,isRetweet
"March 14, 2025 @ 7:29 AM ET","Crooked Joe Biden got us into a real “mess” with Russia (and EVERYTHING ELSE!), but I’m going to get us out. Millions of people are needlessly dead, never to be seen again…and there will be many more to follow if we don’t get the Cease Fire and Final Agreement with Russia completed and signed. There would have been NO WAR if I were President. It just, 100%, would not have happened. Likewise, there would have been no October 7th with Israel, the pullout from Afghanistan would have been done with strength and pride, and would not have been the most embarrassing day in the history of our Country, it could have been a moment of glory. Also, there would not have been any perceptible inflation - Instead we had Record Setting, Country Destroying Inflation, like we have never seen before. Also, we would have had an impenetrable Border, with very few illegals getting in. Oh, what a difference A RIGGED & CROOKED ELECTION HAD ON OUR COUNTRY, AND THE PEOPLE WHO DID THIS TO US SHOULD GO TO JAIL! GOD BLESS AMERICA AND, MAKE AMERICA GREAT AGAIN!",False
"March 13, 2025 @ 12:21 PM ET","If New York, Connecticut, and New England had their Pipelines, savings from Heating alone would go down $2,300 per family — When you add Air Conditioning, and other things, you would have a $5,000 savings per family. All we need is a simple approval from New York. Every other State in New England, plus Connecticut, wants this, in order to help the Environment, and save BIG money. We only need the final approval from New York State, whose people all want it. Otherwise, we’ll have to use other authorities. New York State has held up this project for many years, but we won’t let that happen any longer. We will use federal approval!",False
"March 13, 2025 @ 9:50 AM ET","“Canada needs America, America does not need Canada.” Grant Cardone of Cardone Capital, on Stuart Varney & Co.",False
"March 13, 2025 @ 9:09 AM ET",The U.S. doesn’t have Free Trade. We have “Stupid Trade.” The Entire World is RIPPING US OFF!!!,False
"March 13, 2025 @ 8:56 AM ET","The Globalist Wall Street Journal has no idea what they are doing or saying. They are owned by the polluted thinking of the European Union, which was formed for the primary purpose of “screwing” the United States of America. Their (WSJ!) thinking is antiquated and weak, and very bad for the USA. But have no fear, we will WIN on everything!!! Egg prices are down, oil is down, interest rates are down, and TARIFF RELATED MONEY IS POURING INTO THE UNITED STATES. “The only thing you have to fear, is fear itself!”",False
"March 13, 2025 @ 7:58 AM ET","The European Union, one of the most hostile and abusive taxing and tariffing authorities in the World, which was formed for the sole purpose of taking advantage of the United States, has just put a nasty 50% Tariff on Whisky. If this Tariff is not removed immediately, the U.S. will shortly place a 200% Tariff on all WINES, CHAMPAGNES, & ALCOHOLIC PRODUCTS COMING OUT OF FRANCE AND OTHER E.U. REPRESENTED COUNTRIES. This will be great for the Wine and Champagne businesses in the U.S.",False
"March 13, 2025 @ 7:38 AM ET","Senator Mark Wayne Mullin was great on Fake News CNN. Made Caitlin Collins look like the third rate, low ratings reporter, she is!",False
"March 12, 2025 @ 4:51 PM ET","Secretary of Energy Chris Wright: “President Trump is a businessman. Thank God he became elected president, and what we're seeing now is a master negotiator practicing his craft.""",False
"March 12, 2025 @ 4:17 PM ET",Howard Lutnick: “What does the President want? He wants to worry about major things for national security...these are the kind of tariffs that are going to make sure these things COME BACK TO AMERICA and are BUILT IN AMERICA…”,False
"March 12, 2025 @ 4:08 PM ET","Cleveland-Cliffs CEO Lourenco Goncalves: “This is the right moment, the right time—manufacturing is BACK…We're going to build in America. We're going to produce things here, employ Americans.""",False
"March 12, 2025 @ 4:05 PM ET","Goldman Sachs CEO David Solomon: ""One of the things that I do like is that the President is engaged with the business community. The administration is engaged with the business community — and that's a different experience than what we've had over the course of the last four years.""",False
"March 12, 2025 @ 4:02 PM ET","Kevin Hassett: ""The economic news we've been seeing is really wonderful. It's way above expectations of economists...10,000 manufacturing jobs, 9,000 auto jobs...The lowest core inflation in four years. You can see that President Trump's policies are working…”",False
"March 12, 2025 @ 3:09 PM ET","A great afternoon at The Capitol attending the Friends of Ireland Luncheon, thank you! 🇺🇸🇮🇪",False
"March 12, 2025 @ 3:08 PM ET",🇺🇸🇮🇪,False
"March 12, 2025 @ 3:04 PM ET","The United States of America is going to take back a lot of what was stolen from it by other countries and, frankly, by incompetent U.S. leadership. We're going to take back our wealth and we're take back a lot of the companies that left…",False
"March 12, 2025 @ 2:53 PM ET",It was my Great Honor to welcome Taoiseach Micheál Martin to the White House today🇺🇸🇮🇪,False
"March 12, 2025 @ 2:04 PM ET",BILL O’REILLY: “TRUMP HAS BEEN VERY CLEAR ABOUT WHERE HE STANDS…”,False
"March 12, 2025 @ 1:39 PM ET","JUDGE JEANINE: “THIS IS GOING TO BENEFIT THE AMERICAN WORKER, AMERICAN MANUFACTURING, AND DOMESTIC PRODUCTION—AND IT IS GOING TO PRESERVE JOBS!”",False
"March 12, 2025 @ 11:31 AM ET",“TRUMP SHAKING UP BROKEN ECONOMIC SYSTEM”,False
"March 12, 2025 @ 10:06 AM ET","Wow!!! People are loving Elon, a GREAT PATRIOT. Nice to see!!! DJT",False
"March 12, 2025 @ 1:23 AM ET","So Massie can vote for Debt Ceiling AND Budget to be put into the Trump Administration, making them both the Republicans problem and responsibility, but can’t give us a simple Continuing Resolution vote allowing us the time necessary to come up with a “GREAT, BIG, BEAUTIFUL BILL??? Republicans only “NO Vote. GRANDSTANDER!",False
"March 11, 2025 @ 7:25 PM ET","Big WIN for Republicans, and America, tonight. Congratulations to ALL!!! DJT",False
"March 11, 2025 @ 5:42 PM ET","I am pleased to announce that I am appointing Paolo Zampolli as Special Envoy for Global Partnerships. With his extensive experience working with the United Nations, the Kennedy Center, and various International initiatives, Paolo will help us advance America’s Interests on the Global stage. Congratulations Paolo!",False
"March 11, 2025 @ 5:42 PM ET","I am happy to announce that Dr. Anji Sinha will be the next United States Ambassador to Singapore. Anji is a highly respected entrepreneur, with an incredible family! The United States’ relationship with Singapore is vital, and I have no doubt that Anji will strongly represent our Nation’s Interests, and put America First. Congratulations Anji!",False
"March 11, 2025 @ 5:42 PM ET","I am pleased to announce that Dearborn Heights Mayor Bill Bazzi will be the next United States Ambassador to the Republic of Tunisia. Bazzi is a decorated U.S. Marine, who honorably served our Country for 21 years, collaborating with U.S. Embassy Ambassadors, Diplomats, and Leaders throughout the World. Bazzi also worked at Boeing as a quality manager, and Ford Motor Company as a product development engineer. After 22 years with Ford, Bazzi took an early retirement to serve his City as Mayor of Dearborn Heights. Bazzi worked hard during the 2024 Presidential Election to help us secure our Historic Victory, and I look forward to seeing the great things he will accomplish for our Nation. Congratulations Bill!",False
"March 11, 2025 @ 4:20 PM ET","I am pleased to announce that Ambassador Michael George DeSombre will be nominated as the next United States Assistant Secretary of State for East Asia and the Pacific. During my First Term, Michael served as my Ambassador to the Kingdom of Thailand, and did a great job! Michael is a Partner at Sullivan Cromwell, where he heads up the Asia Mergers and Acquisitions, as well as the Korea and Southeast Asia practices. He is a graduate, magna cum laude, of Harvard Law School, and has a Bachelor’s (Quantitative Economics) and Master’s degree (East Asian Studies) from Stanford University, where he did his thesis on Chinese nuclear weapon strategy. I know Michael will work incredibly hard for our Country. Congratulations Michael!",False
"March 11, 2025 @ 4:12 PM ET",The Tesla Model S — BEAUTIFUL!,False
"March 11, 2025 @ 4:10 PM ET","Elon Musk: “As a function of the great policies of President Trump and his administration, and as an act of faith in America, Tesla is going to DOUBLE vehicle output in the United States within the next two years…”",False
"March 11, 2025 @ 4:08 PM ET","The price of eggs have come down, interest rates have come down, gasoline prices have come down—It's all coming down! We're doing it the right way, and I have tremendous confidence in this Country and in the people of this Country…",False
"March 11, 2025 @ 4:06 PM ET","Number one, it's a great product—as good as it gets—and number two, because Elon has devoted his energy and his life to doing this and I think he has been treated very unfairly…",False
